Test0
QID13,Sentence Correction
QID14,Sentence Correction
QID124,Spotting Errors
QID125,Spotting Errors
QID126,Spotting Errors
QID127,Spotting Errors
QID128,Spotting Errors
QID1754,Sentance improvement
QID1755,Sentance improvement
QID327,Antonyms
QID328,Antonyms
QID397,Spellings
QID1978,One word substitution
QID1979,One word substitution
QID1980,One word substitution
QID2097,Synonyms
QID2098,Synonyms
QID2468,Idioms and phrases
QID2469,Idioms and phrases
QID2470,Idioms and phrases
QID1846,Ordering-of-words
QID1899,Ordering-of-sentances
QID1900,Ordering-of-sentances
QID2211,Selecting words
QID2212,Selecting words
QID2213,Selecting words
QID2214,Selecting words
QID2215,Selecting words
QID2403,Sentance formation
QID2421,Completing statement
QID444,Problem on trains
QID3379,time-and-distance
QID3364,true-discount
QID3414,compound-interest
QID3638,bankers-discount
QID518,HCF & LCM
QID3155,Numbers
QID3156,Numbers
QID3157,Numbers
QID3158,Numbers
QID3551,square-root-and-cube-root
QID3107,Average
QID3477,area
QID3289,surds-and-indices
QID3566,ratio-and-proportion
QID3581,pipes-and-cistern
QID3334,logarithm
QID3492,permutation-and-combination
QID3611,races-and-games
QID3624,probability
Test6
QID547,number-series
QID2800,series
QID3009,analogy
QID693,statement-and-assumption
QID694,statement-and-assumption
QID987,Matching definatins
QID1016,Statement and conclusion
QID1412,analyzing agruments
QID1605,Statement and argument
QID1166,Logical deduction
QID1358,Logical problems
QID1446,course of action
QID1267,Ranking Test
QID2649,blood-relation-test
QID2700,data-sufficiency
QID15,Sentence Correction
QID16,Sentence Correction
QID129,Spotting Errors
QID130,Spotting Errors
QID131,Spotting Errors
QID132,Spotting Errors
QID133,Spotting Errors
QID1756,Sentance improvement
QID1757,Sentance improvement
QID1758,Sentance improvement
QID329,Antonyms
QID398,Spellings
QID1981,One word substitution
QID1982,One word substitution
QID2099,Synonyms
QID2100,Synonyms
QID2101,Synonyms
QID2471,Idioms and phrases
QID2472,Idioms and phrases
QID2473,Idioms and phrases
QID2474,Idioms and phrases
QID1847,Ordering-of-words
QID1848,Ordering-of-words
QID1901,Ordering-of-sentances
QID2069,Change of voice
QID2216,Selecting words
QID2217,Selecting words
QID2218,Selecting words
QID2219,Selecting words
QID2599,Change of speech
QID445,Problem on trains
QID3320,boats-and-streams
QID474,Calendar
QID488,Simple Interest
QID3350,stocks-and-shares
QID519,HCF & LCM
QID3159,Numbers
QID3160,Numbers
QID3161,Numbers
QID3162,Numbers
QID3507,problems-on-numbers
QID3084,Profit and loss
QID3097,Percentage
QID3524,decimal-fraction
QID3123,Volume and surface area
QID3275,Simplification
QID3305,Chain rule
QID3596,alligation-or-mixture
QID3395,time-and-work
QID3459,clock
Test7
QID2801,series
QID2802,series
QID619,analogies
QID3010,analogy
QID695,statement-and-assumption
QID696,statement-and-assumption
QID954,Verbal classification
QID1017,Statement and conclusion
QID1606,Statement and argument
QID1607,Statement and argument
QID1167,Logical deduction
QID1447,course of action
QID1448,course of action
QID1322,Artificial language
QID2967,direction-sense-test
QID17,Sentence Correction
QID18,Sentence Correction
QID134,Spotting Errors
QID135,Spotting Errors
QID136,Spotting Errors
QID137,Spotting Errors
QID138,Spotting Errors
QID1759,Sentance improvement
QID1760,Sentance improvement
QID330,Antonyms
QID331,Antonyms
QID399,Spellings
QID1983,One word substitution
QID1984,One word substitution
QID1985,One word substitution
QID2102,Synonyms
QID2103,Synonyms
QID2475,Idioms and phrases
QID2476,Idioms and phrases
QID2477,Idioms and phrases
QID1849,Ordering-of-words
QID1902,Ordering-of-sentances
QID1903,Ordering-of-sentances
QID2220,Selecting words
QID2221,Selecting words
QID2222,Selecting words
QID2223,Selecting words
QID2224,Selecting words
QID2404,Sentance formation
QID2422,Completing statement
QID446,Problem on trains
QID3365,true-discount
QID3415,compound-interest
QID520,HCF & LCM
QID3163,Numbers
QID3164,Numbers
QID3165,Numbers
QID3166,Numbers
QID3552,square-root-and-cube-root
QID3108,Average
QID3525,decimal-fraction
QID3478,area
QID3290,surds-and-indices
QID3443,problems-on-ages
QID3429,partnership
QID3567,ratio-and-proportion
QID3582,pipes-and-cistern
QID3335,logarithm
QID3493,permutation-and-combination
QID3625,probability
Test8
QID548,number-series
QID2803,series
QID2804,series
QID2386,verbal-analogies
QID697,statement-and-assumption
QID698,statement-and-assumption
QID699,statement-and-assumption
QID1018,Statement and conclusion
QID1282,Essential part
QID1608,Statement and argument
QID1168,Logical deduction
QID1359,Logical problems
QID1449,course of action
QID2650,blood-relation-test
QID2701,data-sufficiency
QID19,Sentence Correction
QID20,Sentence Correction
QID21,Sentence Correction
QID139,Spotting Errors
QID140,Spotting Errors
QID141,Spotting Errors
QID142,Spotting Errors
QID143,Spotting Errors
QID1761,Sentance improvement
QID1762,Sentance improvement
QID332,Antonyms
QID400,Spellings
QID1986,One word substitution
QID1987,One word substitution
QID2104,Synonyms
QID2105,Synonyms
QID2106,Synonyms
QID2478,Idioms and phrases
QID2479,Idioms and phrases
QID2480,Idioms and phrases
QID2481,Idioms and phrases
QID1850,Ordering-of-words
QID1904,Ordering-of-sentances
QID1905,Ordering-of-sentances
QID2070,Change of voice
QID2225,Selecting words
QID2226,Selecting words
QID2227,Selecting words
QID2228,Selecting words
QID2600,Change of speech
QID447,Problem on trains
QID3380,time-and-distance
QID475,Calendar
QID3351,stocks-and-shares
QID3639,bankers-discount
QID521,HCF & LCM
QID3167,Numbers
QID3168,Numbers
QID3169,Numbers
QID3170,Numbers
QID3508,problems-on-numbers
QID3085,Profit and loss
QID3526,decimal-fraction
QID3124,Volume and surface area
QID3276,Simplification
QID3306,Chain rule
QID3597,alligation-or-mixture
QID3396,time-and-work
QID3460,clock
QID3612,races-and-games
Test9
QID501,odd man out
QID2805,series
QID3011,analogy
QID700,statement-and-assumption
QID701,statement-and-assumption
QID702,statement-and-assumption
QID1019,Statement and conclusion
QID1345,Making judgements
QID1580,theme detection
QID1609,Statement and argument
QID1132,Cause and effect
QID1169,Logical deduction
QID1450,course of action
QID2616,syllogism
QID2702,data-sufficiency
QID22,Sentence Correction
QID23,Sentence Correction
QID144,Spotting Errors
QID145,Spotting Errors
QID146,Spotting Errors
QID147,Spotting Errors
QID148,Spotting Errors
QID1763,Sentance improvement
QID1764,Sentance improvement
QID333,Antonyms
QID334,Antonyms
QID401,Spellings
QID402,Spellings
QID1988,One word substitution
QID1989,One word substitution
QID2107,Synonyms
QID2108,Synonyms
QID2482,Idioms and phrases
QID2483,Idioms and phrases
QID2484,Idioms and phrases
QID1851,Ordering-of-words
QID1906,Ordering-of-sentances
QID1907,Ordering-of-sentances
QID2229,Selecting words
QID2230,Selecting words
QID2231,Selecting words
QID2232,Selecting words
QID2233,Selecting words
QID2405,Sentance formation
QID2423,Completing statement
QID448,Problem on trains
QID3321,boats-and-streams
QID489,Simple Interest
QID3366,true-discount
QID3171,Numbers
QID3172,Numbers
QID3173,Numbers
QID3174,Numbers
QID3175,Numbers
QID3553,square-root-and-cube-root
QID3076,height-and-distance
QID3098,Percentage
QID3109,Average
QID3479,area
QID3291,surds-and-indices
QID3568,ratio-and-proportion
QID3583,pipes-and-cistern
QID3336,logarithm
QID3494,permutation-and-combination
QID3626,probability
Test10
QID549,number-series
QID2806,series
QID620,analogies
QID3012,analogy
QID703,statement-and-assumption
QID704,statement-and-assumption
QID1020,Statement and conclusion
QID1413,analyzing agruments
QID1610,Statement and argument
QID1611,Statement and argument
QID1170,Logical deduction
QID1360,Logical problems
QID1451,course of action
QID2651,blood-relation-test
QID2968,direction-sense-test
QID24,Sentence Correction
QID25,Sentence Correction
QID149,Spotting Errors
QID150,Spotting Errors
QID151,Spotting Errors
QID152,Spotting Errors
QID153,Spotting Errors
QID1765,Sentance improvement
QID1766,Sentance improvement
QID1767,Sentance improvement
QID335,Antonyms
QID403,Spellings
QID1990,One word substitution
QID1991,One word substitution
QID1992,One word substitution
QID2109,Synonyms
QID2110,Synonyms
QID2485,Idioms and phrases
QID2486,Idioms and phrases
QID2487,Idioms and phrases
QID2488,Idioms and phrases
QID1852,Ordering-of-words
QID1908,Ordering-of-sentances
QID1909,Ordering-of-sentances
QID2071,Change of voice
QID2234,Selecting words
QID2235,Selecting words
QID2236,Selecting words
QID2237,Selecting words
QID2601,Change of speech
QID3381,time-and-distance
QID476,Calendar
QID3352,stocks-and-shares
QID3416,compound-interest
QID522,HCF & LCM
QID3176,Numbers
QID3177,Numbers
QID3178,Numbers
QID3179,Numbers
QID3509,problems-on-numbers
QID3086,Profit and loss
QID3527,decimal-fraction
QID3528,decimal-fraction
QID3125,Volume and surface area
QID3277,Simplification
QID3444,problems-on-ages
QID3307,Chain rule
QID3430,partnership
QID3397,time-and-work
QID3461,clock
Test11
QID550,number-series
QID2807,series
QID2808,series
QID2387,verbal-analogies
QID705,statement-and-assumption
QID706,statement-and-assumption
QID955,Verbal classification
QID1021,Statement and conclusion
QID1283,Essential part
QID1612,Statement and argument
QID1001,Verbal reasoning
QID1171,Logical deduction
QID1452,course of action
QID1323,Artificial language
QID2703,data-sufficiency
QID26,Sentence Correction
QID27,Sentence Correction
QID154,Spotting Errors
QID155,Spotting Errors
QID156,Spotting Errors
QID157,Spotting Errors
QID158,Spotting Errors
QID1768,Sentance improvement
QID1769,Sentance improvement
QID336,Antonyms
QID337,Antonyms
QID404,Spellings
QID1993,One word substitution
QID1994,One word substitution
QID2111,Synonyms
QID2112,Synonyms
QID2113,Synonyms
QID2489,Idioms and phrases
QID2490,Idioms and phrases
QID2491,Idioms and phrases
QID1853,Ordering-of-words
QID1910,Ordering-of-sentances
QID1911,Ordering-of-sentances
QID2238,Selecting words
QID2239,Selecting words
QID2240,Selecting words
QID2241,Selecting words
QID2242,Selecting words
QID2406,Sentance formation
QID2424,Completing statement
QID449,Problem on trains
QID3322,boats-and-streams
QID490,Simple Interest
QID3367,true-discount
QID3640,bankers-discount
QID523,HCF & LCM
QID3180,Numbers
QID3181,Numbers
QID3182,Numbers
QID3183,Numbers
QID3554,square-root-and-cube-root
QID3110,Average
QID3480,area
QID3292,surds-and-indices
QID3569,ratio-and-proportion
QID3584,pipes-and-cistern
QID3598,alligation-or-mixture
QID3337,logarithm
QID3613,races-and-games
QID3627,probability
Test12
QID551,number-series
QID2809,series
QID3013,analogy
QID707,statement-and-assumption
QID708,statement-and-assumption
QID709,statement-and-assumption
QID1022,Statement and conclusion
QID1023,Statement and conclusion
QID1613,Statement and argument
QID1361,Logical problems
QID1453,course of action
QID1454,course of action
QID2617,syllogism
QID2652,blood-relation-test
QID2704,data-sufficiency
QID28,Sentence Correction
QID29,Sentence Correction
QID30,Sentence Correction
QID159,Spotting Errors
QID160,Spotting Errors
QID161,Spotting Errors
QID162,Spotting Errors
QID163,Spotting Errors
QID1770,Sentance improvement
QID1771,Sentance improvement
QID338,Antonyms
QID339,Antonyms
QID405,Spellings
QID1995,One word substitution
QID1996,One word substitution
QID2114,Synonyms
QID2115,Synonyms
QID2492,Idioms and phrases
QID2493,Idioms and phrases
QID2494,Idioms and phrases
QID2495,Idioms and phrases
QID1854,Ordering-of-words
QID1912,Ordering-of-sentances
QID1913,Ordering-of-sentances
QID2072,Change of voice
QID2243,Selecting words
QID2244,Selecting words
QID2245,Selecting words
QID2246,Selecting words
QID2602,Change of speech
QID450,Problem on trains
QID3382,time-and-distance
QID477,Calendar
QID3353,stocks-and-shares
QID3417,compound-interest
QID524,HCF & LCM
QID3184,Numbers
QID3185,Numbers
QID3186,Numbers
QID3187,Numbers
QID3510,problems-on-numbers
QID3087,Profit and loss
QID3529,decimal-fraction
QID3126,Volume and surface area
QID3278,Simplification
QID3308,Chain rule
QID3431,partnership
QID3398,time-and-work
QID3462,clock
QID3495,permutation-and-combination
Test13
QID2810,series
QID2811,series
QID621,analogies
QID3014,analogy
QID710,statement-and-assumption
QID711,statement-and-assumption
QID988,Matching definatins
QID1024,Statement and conclusion
QID1614,Statement and argument
QID1615,Statement and argument
QID1133,Cause and effect
QID1172,Logical deduction
QID1455,course of action
QID2705,data-sufficiency
QID2969,direction-sense-test
QID31,Sentence Correction
QID32,Sentence Correction
QID164,Spotting Errors
QID165,Spotting Errors
QID166,Spotting Errors
QID167,Spotting Errors
QID168,Spotting Errors
QID1772,Sentance improvement
QID1773,Sentance improvement
QID340,Antonyms
QID406,Spellings
QID1997,One word substitution
QID1998,One word substitution
QID1999,One word substitution
QID2116,Synonyms
QID2117,Synonyms
QID2118,Synonyms
QID2496,Idioms and phrases
QID2497,Idioms and phrases
QID2498,Idioms and phrases
QID1855,Ordering-of-words
QID1856,Ordering-of-words
QID1914,Ordering-of-sentances
QID2247,Selecting words
QID2248,Selecting words
QID2249,Selecting words
QID2250,Selecting words
QID2251,Selecting words
QID2407,Sentance formation
QID2425,Completing statement
QID451,Problem on trains
QID3323,boats-and-streams
QID491,Simple Interest
QID3368,true-discount
QID525,HCF & LCM
QID3188,Numbers
QID3189,Numbers
QID3190,Numbers
QID3191,Numbers
QID3555,square-root-and-cube-root
QID3099,Percentage
QID3111,Average
QID3530,decimal-fraction
QID3481,area
QID3293,surds-and-indices
QID3445,problems-on-ages
QID3570,ratio-and-proportion
QID3585,pipes-and-cistern
QID3338,logarithm
QID3628,probability
Test14
QID552,number-series
QID2812,series
QID2813,series
QID2388,verbal-analogies
QID712,statement-and-assumption
QID713,statement-and-assumption
QID1025,Statement and conclusion
QID1284,Essential part
QID1414,analyzing agruments
QID1616,Statement and argument
QID1173,Logical deduction
QID1362,Logical problems
QID1456,course of action
QID1268,Ranking Test
QID2653,blood-relation-test
QID33,Sentence Correction
QID34,Sentence Correction
QID169,Spotting Errors
QID170,Spotting Errors
QID171,Spotting Errors
QID172,Spotting Errors
QID173,Spotting Errors
QID1774,Sentance improvement
QID1775,Sentance improvement
QID1776,Sentance improvement
QID341,Antonyms
QID342,Antonyms
QID407,Spellings
QID2000,One word substitution
QID2001,One word substitution
QID2119,Synonyms
QID2120,Synonyms
QID2499,Idioms and phrases
QID2500,Idioms and phrases
QID2501,Idioms and phrases
QID2502,Idioms and phrases
QID1857,Ordering-of-words
QID1915,Ordering-of-sentances
QID1916,Ordering-of-sentances
QID2073,Change of voice
QID2252,Selecting words
QID2253,Selecting words
QID2254,Selecting words
QID2255,Selecting words
QID2603,Change of speech
QID452,Problem on trains
QID478,Calendar
QID3354,stocks-and-shares
QID3641,bankers-discount
QID3192,Numbers
QID3193,Numbers
QID3194,Numbers
QID3195,Numbers
QID3196,Numbers
QID3511,problems-on-numbers
QID3077,height-and-distance
QID3088,Profit and loss
QID3531,decimal-fraction
QID3127,Volume and surface area
QID3279,Simplification
QID3309,Chain rule
QID3599,alligation-or-mixture
QID3399,time-and-work
QID3463,clock
QID3614,races-and-games
Test15
QID502,odd man out
QID2814,series
QID3015,analogy
QID714,statement-and-assumption
QID715,statement-and-assumption
QID716,statement-and-assumption
QID956,Verbal classification
QID1026,Statement and conclusion
QID1617,Statement and argument
QID1174,Logical deduction
QID1457,course of action
QID1458,course of action
QID1324,Artificial language
QID2618,syllogism
QID2706,data-sufficiency
QID35,Sentence Correction
QID36,Sentence Correction
QID174,Spotting Errors
QID175,Spotting Errors
QID176,Spotting Errors
QID177,Spotting Errors
QID178,Spotting Errors
QID1777,Sentance improvement
QID1778,Sentance improvement
QID343,Antonyms
QID408,Spellings
QID409,Spellings
QID2002,One word substitution
QID2003,One word substitution
QID2121,Synonyms
QID2122,Synonyms
QID2123,Synonyms
QID2503,Idioms and phrases
QID2504,Idioms and phrases
QID2505,Idioms and phrases
QID1858,Ordering-of-words
QID1917,Ordering-of-sentances
QID1918,Ordering-of-sentances
QID2256,Selecting words
QID2257,Selecting words
QID2258,Selecting words
QID2259,Selecting words
QID2260,Selecting words
QID2408,Sentance formation
QID2426,Completing statement
QID453,Problem on trains
QID3383,time-and-distance
QID3369,true-discount
QID3418,compound-interest
QID526,HCF & LCM
QID3197,Numbers
QID3198,Numbers
QID3199,Numbers
QID3200,Numbers
QID3556,square-root-and-cube-root
QID3112,Average
QID3532,decimal-fraction
QID3482,area
QID3294,surds-and-indices
QID3432,partnership
QID3571,ratio-and-proportion
QID3586,pipes-and-cistern
QID3339,logarithm
QID3496,permutation-and-combination
QID3629,probability
Test16
QID553,number-series
QID2815,series
QID622,analogies
QID3016,analogy
QID717,statement-and-assumption
QID718,statement-and-assumption
QID1027,Statement and conclusion
QID1581,theme detection
QID1618,Statement and argument
QID1619,Statement and argument
QID1175,Logical deduction
QID1363,Logical problems
QID1459,course of action
QID2654,blood-relation-test
QID2970,direction-sense-test
QID37,Sentence Correction
QID38,Sentence Correction
QID39,Sentence Correction
QID179,Spotting Errors
QID180,Spotting Errors
QID181,Spotting Errors
QID182,Spotting Errors
QID183,Spotting Errors
QID1779,Sentance improvement
QID1780,Sentance improvement
QID344,Antonyms
QID345,Antonyms
QID410,Spellings
QID2004,One word substitution
QID2005,One word substitution
QID2006,One word substitution
QID2124,Synonyms
QID2125,Synonyms
QID2506,Idioms and phrases
QID2507,Idioms and phrases
QID2508,Idioms and phrases
QID1859,Ordering-of-words
QID1919,Ordering-of-sentances
QID1920,Ordering-of-sentances
QID2074,Change of voice
QID2261,Selecting words
QID2262,Selecting words
QID2263,Selecting words
QID2264,Selecting words
QID2604,Change of speech
QID3324,boats-and-streams
QID479,Calendar
QID492,Simple Interest
QID3355,stocks-and-shares
QID3642,bankers-discount
QID527,HCF & LCM
QID3201,Numbers
QID3202,Numbers
QID3203,Numbers
QID3204,Numbers
QID3512,problems-on-numbers
QID3089,Profit and loss
QID3533,decimal-fraction
QID3128,Volume and surface area
QID3280,Simplification
QID3446,problems-on-ages
QID3310,Chain rule
QID3600,alligation-or-mixture
QID3400,time-and-work
QID3464,clock
Test17
QID554,number-series
QID2816,series
QID2817,series
QID2389,verbal-analogies
QID719,statement-and-assumption
QID720,statement-and-assumption
QID721,statement-and-assumption
QID1028,Statement and conclusion
QID1285,Essential part
QID1415,analyzing agruments
QID1620,Statement and argument
QID1134,Cause and effect
QID1176,Logical deduction
QID1460,course of action
QID2707,data-sufficiency
QID40,Sentence Correction
QID41,Sentence Correction
QID184,Spotting Errors
QID185,Spotting Errors
QID186,Spotting Errors
QID187,Spotting Errors
QID188,Spotting Errors
QID1781,Sentance improvement
QID1782,Sentance improvement
QID346,Antonyms
QID411,Spellings
QID2007,One word substitution
QID2008,One word substitution
QID2126,Synonyms
QID2127,Synonyms
QID2128,Synonyms
QID2509,Idioms and phrases
QID2510,Idioms and phrases
QID2511,Idioms and phrases
QID2512,Idioms and phrases
QID1860,Ordering-of-words
QID1921,Ordering-of-sentances
QID1922,Ordering-of-sentances
QID2265,Selecting words
QID2266,Selecting words
QID2267,Selecting words
QID2268,Selecting words
QID2269,Selecting words
QID2409,Sentance formation
QID2427,Completing statement
QID454,Problem on trains
QID3384,time-and-distance
QID3370,true-discount
QID3419,compound-interest
QID528,HCF & LCM
QID3205,Numbers
QID3206,Numbers
QID3207,Numbers
QID3208,Numbers
QID3557,square-root-and-cube-root
QID3100,Percentage
QID3113,Average
QID3483,area
QID3295,surds-and-indices
QID3572,ratio-and-proportion
QID3587,pipes-and-cistern
QID3340,logarithm
QID3497,permutation-and-combination
QID3615,races-and-games
QID3630,probability
Test18
QID555,number-series
QID2818,series
QID3017,analogy
QID722,statement-and-assumption
QID723,statement-and-assumption
QID957,Verbal classification
QID1029,Statement and conclusion
QID1346,Making judgements
QID1621,Statement and argument
QID1177,Logical deduction
QID1364,Logical problems
QID1461,course of action
QID2619,syllogism
QID2655,blood-relation-test
QID2708,data-sufficiency
QID42,Sentence Correction
QID43,Sentence Correction
QID189,Spotting Errors
QID190,Spotting Errors
QID191,Spotting Errors
QID192,Spotting Errors
QID193,Spotting Errors
QID1783,Sentance improvement
QID1784,Sentance improvement
QID1785,Sentance improvement
QID347,Antonyms
QID348,Antonyms
QID412,Spellings
QID2009,One word substitution
QID2010,One word substitution
QID2011,One word substitution
